iter	Logloss
284	0.2747587639
285	0.2741780485
286	0.2736086156
287	0.2730487371
288	0.272587027
289	0.2720914796
290	0.2715727454
291	0.2710647089
292	0.2702592624
293	0.2697486799
294	0.2694279708
295	0.2690148359
296	0.2685822043
297	0.267905002
298	0.2674695658
299	0.2670832796
300	0.2668696081
301	0.2664263075
302	0.2658734173
303	0.2652754848
304	0.2648139076
305	0.26444876
306	0.2639578569
307	0.2634096449
308	0.2629129916
309	0.2628457647
310	0.2626582314
311	0.2619871064
312	0.261545215
313	0.2612836415
314	0.2607642468
315	0.2602625651
316	0.2597146015
317	0.2591126457
318	0.2586716114
319	0.2580921592
320	0.2575690158
321	0.2570307158
322	0.2566106951
323	0.2561454362
324	0.2557931914
325	0.2553162281
326	0.2549699826
327	0.2543487006
328	0.2537523728
329	0.2533062548
330	0.2528552699
331	0.2524081257
332	0.2518936873
333	0.2515792864
334	0.2510738569
335	0.2507497387
336	0.2504412724
337	0.2501207706
338	0.2497677159
339	0.2493099144
340	0.2487401793
341	0.2485007561
342	0.2480483785
343	0.2476690189
344	0.2473152545
345	0.2470823728
346	0.2466403346
347	0.2463121847
348	0.2459238212
349	0.2455308763
350	0.24506434
351	0.2446112191
352	0.2442658961
353	0.2438407287
354	0.2433717786
355	0.2429334417
356	0.2424437733
357	0.2420724181
358	0.2417764814
359	0.2413562627
360	0.2407382659
361	0.2402160291
362	0.2396938436
363	0.2390121861
364	0.238601276
365	0.2382435975
366	0.2377136682
367	0.2371161986
368	0.2366308154
369	0.2363490737
370	0.2360343502
371	0.2356688235
372	0.2352903672
373	0.2350579266
374	0.2345985865
375	0.2341049958
376	0.2336362024
377	0.2333532824
378	0.2331805065
379	0.2326922079
380	0.2322075296
381	0.2319231936
382	0.2313988865
383	0.2309610225
384	0.2305752864
385	0.2303090515
386	0.2296800324
387	0.229350769
388	0.2290033111
389	0.2284767274
390	0.2281300955
391	0.2277432436
392	0.2272736545
393	0.2269251111
394	0.2263533198
395	0.2259000115
396	0.2255290962
397	0.2253435657
398	0.2247905219
399	0.2243624163
400	0.2237588816
401	0.2234116293
402	0.2232014617
403	0.2229891499
404	0.2226535547
405	0.2222561746
406	0.2218557084
407	0.2216739937
408	0.2214231427
409	0.2209347309
410	0.2204811488
411	0.2201767348
412	0.2197762722
413	0.2192693589
414	0.2188894667
415	0.2186212833
416	0.2184106116
417	0.2181058605
418	0.217861168
419	0.2174917605
420	0.2171734389
421	0.2168541067
422	0.2164725066
423	0.2159737825
424	0.2155620078
425	0.2150455195
426	0.214778441
427	0.2145733756
428	0.2142641369
429	0.2138978707
430	0.2137320148
431	0.2133734652
432	0.2130142557
433	0.2127352353
434	0.2123268482
435	0.2120668468
436	0.2116840466
437	0.2114859291
438	0.2111257884
439	0.2108122044
440	0.2103645705
441	0.209904635
442	0.2095712689
443	0.2092346405
444	0.2089429354
445	0.2087292564
446	0.2084470687
447	0.2082574549
448	0.2078534196
449	0.2075375227
450	0.2071433086
451	0.2066556673
452	0.2063850746
453	0.2061867075
454	0.2059465009
455	0.2055039788
456	0.2052510432
457	0.2050408097
458	0.2047133135
459	0.2044044396
460	0.2040601326
461	0.2037153588
462	0.2034068592
463	0.202922027
464	0.202562768
465	0.2020821996
466	0.201883559
467	0.2014949598
468	0.2012175116
469	0.2007796742
470	0.2005705989
471	0.2002606731
472	0.1998938216
473	0.199659092
474	0.1996176339
475	0.1994377807
476	0.1991267653
477	0.1989962487
478	0.198713711
479	0.1984698556
480	0.198177503
481	0.197837978
482	0.1975697279
483	0.1973018558
484	0.197083173
485	0.1967844315
486	0.1964175183
487	0.1962209204
488	0.1959254389
489	0.1956527942
490	0.1953848284
491	0.1949914113
492	0.1945967273
493	0.1942270358
494	0.1938995088
495	0.1934973211
496	0.1931647535
497	0.1928643496
498	0.1925678879
499	0.1922968057
500	0.1919789479
501	0.1918155076
502	0.1913914924
503	0.1910754211
504	0.190841876
505	0.1906507161
506	0.1904265654
507	0.1902002027
508	0.1898231812
509	0.1894925074
510	0.1891834364
511	0.1888676352
512	0.1887151473
513	0.1883539629
514	0.1881587582
515	0.1877971666
516	0.1875240854
517	0.1873552119
518	0.1871819969
519	0.1869291932
520	0.1865035852
521	0.1862857775
522	0.1861648404
523	0.1859509627
524	0.1856964753
525	0.1856836083
526	0.1855197406
527	0.1852322571
528	0.185060422
529	0.1848755375
530	0.1846063676
531	0.1844883704
532	0.1840398211
533	0.1838555558
534	0.1836150902
535	0.1834561327
536	0.1832979324
537	0.1831451795
538	0.1829977846
539	0.1827361195
540	0.1823776024
541	0.1819716744
542	0.1817352784
543	0.1815192207
544	0.1811437961
545	0.1808001094
546	0.1806347937
547	0.1803380933
548	0.1800679587
549	0.1799564088
550	0.1796675044
551	0.1793409643
552	0.1791156304
553	0.1789270135
554	0.1785714038
555	0.1782281116
556	0.1779942089
557	0.1777212524
558	0.1775098574
559	0.1773473783
560	0.1770947253
561	0.1768602992
562	0.1765692552
563	0.1764037833
564	0.1761809147
565	0.1760011759
566	0.175815852
567	0.1756170931
568	0.175306851
569	0.1751717282
570	0.1748496218
571	0.1746596807
572	0.1744341321
573	0.1742027212
574	0.1739724421
575	0.1738216889
576	0.1735318825
577	0.1733564262
578	0.1730885156
579	0.1728513714
580	0.172507289
581	0.1722754001
582	0.1720549772
583	0.1717411041
584	0.1716396097
585	0.1714796168
586	0.1714001352
587	0.1712262995
588	0.170963428
589	0.170793722
590	0.1706783466
591	0.1705802815
592	0.1702955671
593	0.1700483029
594	0.1696802506
595	0.1694593151
596	0.1690659816
597	0.1687895153
598	0.1685829739
599	0.1683432657
600	0.1681352105
601	0.1679155275
602	0.167647931
603	0.1673758611
604	0.1672226461
605	0.1670391784
606	0.1669086782
607	0.166653156
608	0.1664419219
609	0.1660836873
610	0.1657037506
611	0.1654088665
612	0.165191361
613	0.1648507451
614	0.1647021793
615	0.1645018067
616	0.1643270124
617	0.1639386317
618	0.1637228156
619	0.1635979988
620	0.1633242347
621	0.1631123611
622	0.1627680132
623	0.1624801472
624	0.1621823656
625	0.1618804353
626	0.1616769992
627	0.1615138251
628	0.1611428753
629	0.160928658
630	0.1607666846
631	0.1605512453
632	0.160456503
633	0.1601589595
634	0.1598367942
635	0.1595780231
636	0.159394045
637	0.1592388793
638	0.1589724234
639	0.1586664659
640	0.1584301613
641	0.1581759061
642	0.1580210377
643	0.157760658
644	0.1574651193
645	0.1572841418
646	0.1571516606
647	0.1568185308
648	0.1567330178
649	0.1564824347
650	0.1562085403
651	0.1561025536
652	0.1558583911
653	0.1556817044
654	0.1554708057
655	0.1553270506
656	0.1550885429
657	0.1548915912
658	0.1547923187
659	0.1547016726
660	0.1544736845
661	0.1543383125
662	0.1542227783
663	0.1540156418
664	0.1538989544
665	0.153609114
666	0.1534109724
667	0.1532459547
668	0.1530500237
669	0.1528544724
670	0.1526279233
671	0.1524169073
672	0.1521896368
673	0.152045946
674	0.1519088174
675	0.1517245816
676	0.1515296417
677	0.1513503204
678	0.1510342079
679	0.1509056749
680	0.1507131856
681	0.1505174861
682	0.1502888974
683	0.1501273471
684	0.1499692091
685	0.149807313
686	0.1496039232
687	0.1494612085
688	0.1492081193
689	0.148908789
690	0.1487067433
691	0.1485520495
692	0.1484149249
693	0.1482221817
694	0.1480097064
695	0.1477897763
696	0.1476014737
697	0.1474512017
698	0.1472196138
699	0.1469464122
700	0.1468277985
701	0.1466662586
702	0.1464147873
703	0.1460912048
704	0.1458877032
705	0.1457728894
706	0.1455912408
707	0.1453866705
708	0.1452246877
709	0.1450339999
710	0.1448336975
711	0.1445250203
712	0.1444078051
713	0.1442343593
714	0.1440730152
715	0.1439195795
716	0.1436092216
717	0.1434835897
718	0.1433308753
719	0.1431661344
720	0.1429960144
721	0.1428510522
722	0.1426963486
723	0.1424970851
724	0.142322759
725	0.1421025836
726	0.1418806721
727	0.141658266
728	0.1414721012
729	0.1414147945
730	0.1410367962
731	0.1409225067
732	0.1406903848
733	0.140576837
734	0.1403264329
735	0.1401398044
736	0.1399296219
737	0.1398376488
738	0.1396317847
739	0.1395387497
740	0.1394038191
741	0.1392641484
742	0.1390359138
743	0.1388979808
744	0.1388218479
745	0.1386385018
746	0.1384271366
747	0.1382662504
748	0.138076978
749	0.1378284905
750	0.1376992927
751	0.1375113942
752	0.1373010869
753	0.1371076839
754	0.1369214605
755	0.1368321402
756	0.1367073818
757	0.1366334619
758	0.1365084114
759	0.136372049
760	0.1362192045
761	0.13611445
762	0.1358882605
763	0.1356862296
764	0.1354962698
765	0.135376231
766	0.1351416478
767	0.1349458606
768	0.1347321565
769	0.1346133915
770	0.1344823675
771	0.134346213
772	0.134126757
773	0.1339353508
774	0.1338089456
775	0.1337367289
776	0.1335092453
777	0.1333888235
778	0.1332428679
779	0.133060296
780	0.1329671588
781	0.1327522518
782	0.1325980642
783	0.1323650046
784	0.1321781908
785	0.1321025498
786	0.1318265377
787	0.131708552
788	0.1315423785
789	0.1313345647
790	0.1312355879
791	0.131084619
792	0.130932088
793	0.1306803919
794	0.1306053548
795	0.130437083
796	0.1303262725
797	0.1302244932
798	0.1301284134
799	0.1299431427
800	0.1297990805
801	0.1296472636
802	0.1295043885
803	0.1292657047
804	0.1290236643
805	0.1288225276
806	0.1286822592
807	0.1285229163
808	0.1283530531
809	0.1281179633
810	0.1280615539
811	0.1279284439
812	0.1277449941
813	0.1275325716
814	0.127456849
815	0.1272737731
816	0.1271414141
817	0.1269650656
818	0.126908255
819	0.1267952564
820	0.1265914354
821	0.1263956568
822	0.1263066895
823	0.1260833272
824	0.1259973468
825	0.1258462549
826	0.1257523394
827	0.1256903516
828	0.1256083425
829	0.1255016573
830	0.1253370246
831	0.1251916915
832	0.1250238739
833	0.1248959453
834	0.1248022384
835	0.1245979337
836	0.1244736156
837	0.1243626759
838	0.1242429705
839	0.1241122048
840	0.1239734708
841	0.1237979948
842	0.1236069266
843	0.1234153448
844	0.1232795486
845	0.1231547569
846	0.1229203769
847	0.1227701627
848	0.122592614
849	0.1224497286
850	0.1223450362
851	0.1221884105
852	0.1219267106
853	0.1217668017
854	0.1216338787
855	0.1214418382
856	0.1213065856
857	0.1211779657
858	0.1210511544
859	0.1208437208
860	0.1207099926
861	0.1205219826
862	0.1204164114
863	0.1203581245
864	0.1201708041
865	0.1200730591
866	0.1200061487
867	0.1198563137
868	0.119664275
869	0.1194266702
870	0.1194030514
871	0.1193767636
872	0.1191965925
873	0.1191591359
874	0.1190460388
875	0.1189238429
876	0.1188558833
877	0.1186705709
878	0.1185829437
879	0.1184940476
880	0.1183168019
881	0.1181888854
882	0.1181276505
883	0.1180551835
884	0.1178850726
885	0.1177322333
886	0.1175957916
887	0.1173534142
888	0.1172494632
889	0.1171012097
890	0.1169743824
891	0.11691606
892	0.1168675708
893	0.1165909294
894	0.1163879919
895	0.1162434294
896	0.1161818573
897	0.1160256754
898	0.1159063248
899	0.1157662987
900	0.1155648212
901	0.1154590564
902	0.1153617501
903	0.1151233325
904	0.1150318069
905	0.1148692443
906	0.1146503766
907	0.1145697059
908	0.1145106125
909	0.1143416792
910	0.1141521226
911	0.1139755574
912	0.1138483015
913	0.1137398141
914	0.1135650198
915	0.1134017864
916	0.113322891
917	0.1132488399
918	0.1131667559
919	0.1129571357
920	0.1128977591
921	0.1127730953
922	0.1126920896
923	0.1125616367
924	0.1124233402
925	0.1121872309
926	0.1120895527
927	0.1118819078
928	0.1117553277
929	0.1116528752
930	0.111572508
931	0.1114729884
932	0.1113461891
933	0.1112234568
934	0.1110261314
935	0.1108931451
936	0.1107755185
937	0.1105801581
938	0.1105122975
939	0.1103985088
940	0.110310289
941	0.1101947112
942	0.1100816993
943	0.1099371378
944	0.1098485096
945	0.109737249
946	0.1095344725
947	0.1094035019
948	0.1092852457
949	0.1091929127
950	0.1090445139
951	0.1088577671
952	0.1086580103
953	0.1085552637
954	0.1084966921
955	0.1082943683
956	0.1081983546
957	0.1080887924
958	0.1079295563
959	0.1077834988
960	0.1077019961
961	0.1075245748
962	0.1073563523
963	0.1072307342
964	0.1071738891
965	0.1071048152
966	0.107014758
967	0.106891638
968	0.1068035734
969	0.1067217628
970	0.1065429631
971	0.106448977
972	0.1062271664
973	0.1061306088
974	0.1060217954
975	0.1059003674
976	0.1057317282
977	0.1056203153
978	0.105454003
979	0.1052527162
980	0.1051439653
981	0.1050261609
982	0.104938477
983	0.1049009581
984	0.1048401781
985	0.1047217107
986	0.1046004005
987	0.1045009873
988	0.1043012704
989	0.1042228908
990	0.1041122818
991	0.1039852653
992	0.1038095488
993	0.1036942641
994	0.1036485118
995	0.1034795144
996	0.1033898144
997	0.1033009286
998	0.103243149
999	0.1031120927
